Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1772196666	62	98052	101448	0	201688	6593	0	88	0	1168570	7353	382265	820	0	0	1	1
1772196668	64	98052	101448	0	201688	6593	0	88	0	1186399	7583	406269	847	0	0	1	1
1772196670	66	98052	101448	0	201688	6593	0	88	0	1263882	8018	418170	861	0	0	1	1
1772196672	68	98052	101448	0	201688	6593	0	88	0	1297287	8317	455902	909	0	0	1	1
1772196674	70	98052	101448	0	201688	6593	0	88	0	1321375	8557	479933	935	0	0	1	1
1772196676	72	98052	101448	0	201688	6593	0	88	0	1366355	8836	506647	983	0	0	1	1
1772196678	74	98052	101448	0	201688	6593	0	88	0	1403146	9091	532316	1030	0	0	1	1
1772196680	76	98052	101448	0	201688	6593	0	88	0	1465315	9364	551793	1078	0	0	1	1
1772196682	78	98052	101448	0	201688	6593	0	88	0	1551749	9659	608458	1203	0	0	1	1
1772196684	80	98052	101448	0	201688	6593	0	88	0	1602284	9956	648692	1263	0	0	1	1
1772196686	82	98052	101448	0	201688	6593	0	88	0	1694487	10360	655645	1284	0	0	1	1
1772196688	84	98052	101448	0	201688	6593	0	88	0	1750285	10646	693201	1353	0	0	1	1
1772196690	86	98052	101448	0	201688	6593	0	88	0	1796685	10929	714742	1385	0	0	1	1
1772196692	88	98052	101448	0	201688	6593	0	88	0	1872898	11208	778815	1464	0	0	1	1
1772196694	90	98052	101448	0	201688	6593	0	88	0	1902301	11459	787974	1479	0	0	1	1
1772196696	92	98052	101448	0	201688	6593	0	88	0	1918943	11655	790353	1493	0	0	1	1
1772196698	94	98052	101448	0	201688	6593	0	88	0	1968556	11926	832684	1563	0	0	1	1
1772196700	96	98052	101448	0	201688	6593	0	88	0	2037626	12254	834453	1567	0	0	1	1
1772196702	98	98052	101448	0	201688	6593	0	88	0	2099413	12544	870474	1595	0	0	1	1
1772196704	100	98052	101448	0	201688	6593	0	88	0	2122751	12783	870474	1595	0	0	1	1
1772196706	102	98052	101448	0	201688	6593	0	88	0	2142224	13044	870552	1596	0	0	1	1
1772196708	104	98052	101448	0	201688	6593	0	88	0	2167821	13387	873682	1604	0	0	1	1
1772196710	106	98052	101448	0	201688	6593	0	88	0	2195366	13638	881460	1615	0	0	1	1
1772196712	108	98052	101448	0	201688	6593	0	88	0	2244639	13871	917431	1643	0	0	1	1
1772196714	110	98052	101448	0	201688	6593	0	88	0	2255787	14051	917529	1644	0	0	1	1
1772196716	112	98052	101448	0	201688	6593	0	88	0	2324195	14388	918132	1650	0	0	1	1
1772196718	114	98052	101448	0	201688	6593	0	88	0	2365602	14663	945706	1697	0	0	1	1
1772196720	116	98052	101448	0	201688	6593	0	88	0	2380956	14845	947077	1699	0	0	1	1
1772196722	118	98052	101448	0	201688	6593	0	88	0	2452671	15093	996141	1751	0	0	1	1
1772196724	120	98052	101448	0	201688	6593	0	88	0	2467136	15276	997438	1759	0	0	1	1
1772196726	122	98052	101448	0	201688	6593	0	88	0	2481299	15449	997888	1767	0	0	1	1
1772196728	124	98052	101448	0	201688	6593	0	88	0	2495882	15656	998028	1769	0	0	1	1
1772196730	126	98052	101448	0	201688	6593	0	88	0	2580295	16194	998622	1770	0	0	1	1
1772196732	128	98052	101448	0	201688	6593	0	88	0	2626256	16383	1036794	1804	0	0	1	1
1772196734	130	98052	101448	0	201688	6593	0	88	0	2637320	16554	1036962	1806	0	0	1	1
1772196736	132	98052	101448	0	201688	6593	0	88	0	2649316	16729	1037317	1811	0	0	1	1
1772196738	134	98052	101448	0	201688	6593	0	88	0	2666867	16924	1037931	1817	0	0	1	1
1772196740	136	98052	101448	0	201688	6593	0	88	0	2679595	17094	1038650	1824	0	0	1	1
1772196742	138	98052	101448	0	201688	6593	0	88	0	2726763	17261	1074594	1851	0	0	1	1
1772196744	140	98052	101448	0	201688	6593	0	88	0	2737653	17430	1074849	1854	0	0	1	1
1772196746	142	98052	101448	0	201688	6593	0	88	0	2809055	17772	1075161	1859	0	0	1	1
1772196748	144	98052	101448	0	201688	6593	0	88	0	2820819	17941	1076182	1867	0	0	1	1
1772196750	146	98052	101448	0	201688	6593	0	88	0	2840903	18187	1078377	1872	0	0	1	1
1772196752	148	98052	101448	0	201688	6593	0	88	0	2913135	18597	1114368	1900	0	0	1	1
1772196754	150	98052	101448	0	201688	6593	0	88	0	2934833	18894	1114443	1901	0	0	1	1
1772196756	152	98052	101448	0	201688	6593	0	88	0	2960505	19136	1135898	1954	0	0	1	1
1772196758	154	98052	101448	0	201688	6593	0	88	0	2979756	19360	1135976	1955	0	0	1	1
1772196760	156	98052	101448	0	201688	6593	0	88	0	3043391	19635	1136116	1957	0	0	1	1
1772196762	158	98052	101448	0	201688	6593	0	88	0	3094795	19885	1172212	1986	0	0	1	1
1772196764	160	98052	101448	0	201688	6593	0	88	0	3108884	20074	1172427	1989	0	0	1	1
1772196766	162	98052	101448	0	201688	6593	0	88	0	3120370	20224	1173503	1994	0	0	1	1
1772196768	164	98052	101448	0	201688	6593	0	88	0	3135313	20407	1177784	2002	0	0	1	1
1772196770	166	98052	101448	0	201688	6593	0	88	0	3163988	20692	1209579	2058	0	0	1	1
1772196772	168	98052	101448	0	201688	6593	0	88	0	3221581	20903	1261795	2099	0	0	1	1
1772196774	170	98052	101448	0	201688	6593	0	88	0	3263375	21305	1280345	2128	0	0	1	1
1772196776	172	98052	101448	0	201688	6593	0	88	0	3365036	21822	1310997	2176	0	0	1	1
1772196778	174	98052	101448	0	201688	6593	0	88	0	3392484	22072	1315628	2186	0	0	1	1
1772196780	176	98052	101448	0	201688	6593	0	88	0	3417095	22347	1318588	2191	0	0	1	1
1772196782	178	98052	101448	0	201688	6593	0	88	0	3431177	22546	1318803	2194	0	0	1	1
1772196784	180	98052	101448	0	201688	6593	0	88	0	3467139	22771	1331742	2220	0	0	1	1
1772196786	182	98052	101448	0	201688	6593	0	88	0	3485304	23033	1340343	2241	0	0	1	1
1772196788	184	98052	101448	0	201688	6593	0	88	0	3502545	23290	1340421	2242	0	0	1	1
1772196790	186	98052	101448	0	201688	6593	0	88	0	3592848	23651	1346402	2267	0	0	1	1
1772196792	188	98052	101448	0	201688	6593	0	88	0	3647856	23986	1377462	2337	0	0	1	1
1772196794	190	98052	101448	0	201688	6593	0	88	0	3692513	24272	1396272	2368	0	0	1	1
1772196796	192	98052	101448	0	201688	6593	0	88	0	3722620	24632	1412131	2389	0	0	1	1
1772196798	194	98052	101448	0	201688	6593	0	88	0	3747526	24883	1420298	2409	0	0	1	1
1772196800	196	98052	101448	0	201688	6593	0	88	0	3773369	25123	1430510	2429	0	0	1	1
1772196802	198	98052	101448	0	201688	6593	0	88	0	3784952	25273	1430585	2430	0	0	1	1
1772196804	200	98052	101448	0	201688	6593	0	88	0	3795326	25455	1431135	2431	0	0	1	1
1772196806	202	98052	101448	0	201688	6593	0	88	0	3883439	26234	1431928	2439	0	0	1	1
1772196808	204	98052	101448	0	201688	6593	0	88	0	3909815	26713	1433235	2447	0	0	1	1
1772196810	206	98052	101448	0	201688	6593	0	88	0	3927869	26966	1439206	2454	0	0	1	1
1772196812	208	98052	101448	0	201688	6593	0	88	0	3955651	27291	1455581	2478	0	0	1	1
1772196814	210	98052	101448	0	201688	6593	0	88	0	3993051	27582	1494295	2537	0	0	1	1
1772196816	212	98052	101448	0	201688	6593	0	88	0	4014734	27816	1499593	2554	0	0	1	1
1772196818	214	98052	101448	0	201688	6593	0	88	0	4033295	28031	1513518	2593	0	0	1	1
1772196820	216	98052	101448	0	201688	6593	0	88	0	4397176	28761	1609943	2849	0	0	1	1
1772196822	218	98052	101448	0	201688	6593	0	88	0	4625250	29156	1684168	2976	0	0	1	1
1772196824	220	98052	101448	0	201688	6593	0	88	0	4650624	29351	1713033	3004	0	0	1	1
1772196826	222	98052	101448	0	201688	6593	0	88	0	5451363	30242	1879228	3483	0	0	1	1
1772196828	224	98052	101448	0	201688	6593	0	88	0	6042758	31010	1970807	3924	0	0	1	1
1772196830	226	98052	101448	0	201688	6593	0	88	0	6250973	31716	2013790	4057	0	0	1	1
1772196832	228	98052	101448	0	201688	6593	0	88	0	6305166	32287	2022836	4073	0	0	1	1
1772196834	230	98052	101448	0	201688	6593	0	88	0	6338026	32496	2040228	4098	0	0	1	1
1772196836	232	98052	101448	0	201688	6593	0	88	0	6449309	32864	2077309	4133	0	0	1	1
1772196838	234	98052	101448	0	201688	6593	0	88	0	6460820	33052	2078223	4143	0	0	1	1
1772196840	236	98052	101448	0	201688	6593	0	88	0	6476224	33274	2079156	4148	0	0	1	1
1772196842	238	98052	101448	0	201688	6593	0	88	0	6523589	33573	2138282	4243	0	0	1	1
1772196844	240	98052	101448	0	201688	6593	0	88	0	6558712	33834	2159816	4266	0	0	1	1
1772196846	242	98052	101448	0	201688	6593	0	88	0	6672813	34290	2250018	4574	0	0	1	1
1772196848	244	98050	101448	0	201688	6593	0	88	0	6973224	34910	2418365	5030	0	0	1	1
1772196850	246	98050	101448	0	201688	6593	0	88	0	7082251	35322	2466472	5115	0	0	1	1
1772196852	248	98050	101448	0	201688	6593	0	88	0	7108557	35606	2478021	5141	0	0	1	1
1772196854	250	98050	101448	0	201688	6593	0	88	0	7125695	35805	2483635	5158	0	0	1	1
1772196856	252	98050	101448	0	201688	6593	0	88	0	7145033	36022	2486518	5170	0	0	1	1
1772196858	254	98050	101448	0	201688	6593	0	88	0	7166371	36268	2495039	5191	0	0	1	1
1772196860	256	98050	101448	0	201688	6593	0	88	0	7201111	36529	2517164	5234	0	0	1	1
1772196862	258	98050	101448	0	201688	6593	0	88	0	7226663	36827	2524423	5251	0	0	1	1
1772196864	260	98052	101448	0	201688	6593	0	88	0	7675683	37405	2605445	5519	0	0	1	1
1772196866	262	98052	101448	0	201688	6593	0	88	0	7786685	37790	2668083	5613	0	0	1	1
1772196868	264	98052	101448	0	201688	6593	0	88	0	7862773	38045	2740898	5717	0	0	1	1
1772196870	266	98052	101448	0	201688	6593	0	88	0	7900530	38310	2753669	5755	0	0	1	1
1772196872	268	98052	101448	0	201688	6593	0	88	0	7933723	38584	2767432	5793	0	0	1	1
1772196874	270	98052	101448	0	201688	6593	0	88	0	7950181	38771	2769631	5803	0	0	1	1
1772196876	272	98052	101448	0	201688	6593	0	88	0	7972345	39013	2771214	5825	0	0	1	1
1772196878	274	98052	101448	0	201688	6593	0	88	0	8024026	39220	2812062	5868	0	0	1	1
1772196880	276	98052	101448	0	201688	6593	0	88	0	8096756	39583	2813448	5884	0	0	1	1
1772196882	278	98052	101448	0	201688	6593	0	88	0	8113320	39793	2818200	5900	0	0	1	1
1772196884	280	98052	101448	0	201688	6593	0	88	0	8126593	39992	2819454	5907	0	0	1	1
1772196886	282	98052	101448	0	201688	6593	0	88	0	8141423	40195	2822688	5920	0	0	1	1
1772196888	284	98052	101448	0	201688	6593	0	88	0	8190516	40424	2859608	5958	0	0	1	1
1772196890	286	98052	101448	0	201688	6593	0	88	0	8210465	40625	2873996	5983	0	0	1	1
1772196892	288	98052	101448	0	201688	6593	0	88	0	8231959	40916	2875588	5997	0	0	1	1
1772196894	290	98052	101448	0	201688	6593	0	88	0	8248225	41117	2881940	6009	0	0	1	1
1772196896	292	98052	101448	0	201688	6593	0	88	0	8319961	41457	2887796	6037	0	0	1	1
1772196898	294	98052	101448	0	201688	6593	0	88	0	8367571	41680	2923796	6065	0	0	1	1
1772196900	296	98052	101448	0	201688	6593	0	88	0	8383658	41894	2923874	6066	0	0	1	1
1772196902	298	98052	101448	0	201688	6593	0	88	0	8395581	42043	2923874	6066	0	0	1	1
1772196904	300	98052	101448	0	201688	6593	0	88	0	8407798	42232	2924084	6069	0	0	1	1
